Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2017-05-11 12:05:36.652 +0900,"Failure",0:00:48,1,0,0,"20170511_120536.652/LogFile.txt","","Script Error -- Number of Errors logged: 1",0
