Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2017-05-09 12:52:39.486 +0900,"Running",0:00:00,0,0,0,"20170509_125239.486/LogFile.txt","","",0
2017-05-09 12:53:08.574 +0900,"Running",0:00:00,0,0,0,"20170509_125308.574/LogFile.txt","","",0
2017-05-09 12:56:15.192 +0900,"Success",0:02:12,0,0,0,"20170509_125615.192/LogFile.txt","","",1
