Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2017-05-11 11:44:38.569 +0900,"Failure",0:02:38,1,0,0,"20170511_114438.569/LogFile.txt","","Script Error -- Number of Errors logged: 1",0
