Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2017-05-09 10:34:18.853 +0900,"Failure",0:04:32,1,0,0,"20170509_103418.853/LogFile.txt","","Script Error -- Number of Errors logged: 1",0
